time,P_import,P_export,P_bat_ch,P_bat_dis,SOC (%)
2024-01-06 21:00:00,0.0,0.0,125.7139,0.0,100.0
2024-01-06 21:30:00,0.0,0.0,125.7139,0.0,100.0
2024-01-06 22:00:00,0.0,0.0,133.8301,0.0,100.0
2024-01-06 22:30:00,0.0,0.0,133.8301,0.0,100.0
2024-01-06 23:00:00,0.0,0.0,124.7623,0.0,100.0
2024-01-06 23:30:00,0.0,0.0,124.7623,0.0,100.0
2024-01-07 00:00:00,0.0,0.0,107.721,0.0,100.0
2024-01-07 00:30:00,0.0,0.0,107.721,0.0,100.0
2024-01-07 01:00:00,0.0,0.0,142.8731,0.0,100.0
2024-01-07 01:30:00,0.0,0.0,142.8731,0.0,100.0
2024-01-07 02:00:00,0.0,0.0,84.20262,0.0,100.0
2024-01-07 02:30:00,0.0,0.0,84.20262,0.0,100.0
2024-01-07 03:00:00,0.0,0.0,245.9994,0.0,100.0
2024-01-07 03:30:00,0.0,0.0,245.9994,0.0,100.0
2024-01-07 04:00:00,0.0,0.0,123.8036,0.0,100.0
2024-01-07 04:30:00,0.0,0.0,123.8036,0.0,100.0
2024-01-07 05:00:00,0.0,0.0,71.10436,0.0,100.0
2024-01-07 05:30:00,0.0,0.0,71.10436,0.0,100.0
2024-01-07 06:00:00,0.0,0.0,13.04786,0.0,100.0
2024-01-07 06:30:00,0.0,0.0,13.04786,0.0,100.0
2024-01-07 07:00:00,0.0,0.0,0.0,380.0,90.0
2024-01-07 07:30:00,0.0,0.0,0.0,399.6,79.48421052631579
2024-01-07 08:00:00,0.0,0.0,51.477593,0.0,80.70680336006579
2024-01-07 08:30:00,0.0,0.0,51.477593,0.0,81.92939619381579
2024-01-07 09:00:00,0.0,0.0,193.96357,0.0,86.53603098131579
2024-01-07 09:30:00,0.0,0.0,193.96357,0.0,91.14266576881579
2024-01-07 10:00:00,0.0,0.0,728.7487,0.0,100.0
2024-01-07 10:30:00,0.0,0.0,728.7487,0.0,100.0
2024-01-07 11:00:00,0.0,0.0,233.8997,0.0,100.0
2024-01-07 11:30:00,0.0,0.0,233.8997,0.0,100.0
2024-01-07 12:00:00,0.0,0.0,650.6983,0.0,100.0
2024-01-07 12:30:00,0.0,0.0,650.6983,0.0,100.0
2024-01-07 13:00:00,0.0,0.0,679.9817,0.0,100.0
2024-01-07 13:30:00,0.0,0.0,679.9817,0.0,100.0
2024-01-07 14:00:00,0.0,0.0,875.7404,0.0,100.0
2024-01-07 14:30:00,0.0,0.0,875.7404,0.0,100.0
2024-01-07 15:00:00,0.0,0.0,529.3718,0.0,100.0
2024-01-07 15:30:00,0.0,0.0,529.3718,0.0,100.0
2024-01-07 16:00:00,0.0,0.0,360.6486,0.0,100.0
2024-01-07 16:30:00,0.0,0.0,360.6486,0.0,100.0
2024-01-07 17:00:00,0.0,0.0,472.261,0.0,100.0
2024-01-07 17:30:00,0.0,0.0,472.261,0.0,100.0
2024-01-07 18:00:00,0.0,0.0,394.2605,0.0,100.0
2024-01-07 18:30:00,0.0,0.0,394.2605,0.0,100.0
2024-01-07 19:00:00,0.0,0.0,350.5953,0.0,100.0
2024-01-07 19:30:00,0.0,0.0,350.5953,0.0,100.0
2024-01-07 20:00:00,0.0,0.0,314.606,0.0,100.0
2024-01-07 20:30:00,0.0,0.0,314.606,0.0,100.0
2024-01-07 21:00:00,0.0,0.0,134.2914,0.0,100.0
2024-01-07 21:30:00,0.0,0.0,134.2914,0.0,100.0
2024-01-07 22:00:00,0.0,0.0,64.60543,0.0,100.0
2024-01-07 22:30:00,0.0,0.0,64.60543,0.0,100.0
2024-01-07 23:00:00,0.0,0.0,122.7111,0.0,100.0
2024-01-07 23:30:00,0.0,0.0,122.7111,0.0,100.0
2024-01-08 00:00:00,0.0,0.0,107.794,0.0,100.0
2024-01-08 00:30:00,0.0,0.0,107.794,0.0,100.0
2024-01-08 01:00:00,0.0,0.0,124.6922,0.0,100.0
2024-01-08 01:30:00,0.0,0.0,124.6922,0.0,100.0
2024-01-08 02:00:00,0.0,0.0,335.1894,0.0,100.0
2024-01-08 02:30:00,0.0,0.0,335.1894,0.0,100.0
2024-01-08 03:00:00,0.0,0.0,497.1065,0.0,100.0
2024-01-08 03:30:00,0.0,0.0,497.1065,0.0,100.0
2024-01-08 04:00:00,0.0,0.0,483.764,0.0,100.0
2024-01-08 04:30:00,0.0,0.0,483.764,0.0,100.0
2024-01-08 05:00:00,0.0,0.0,500.0,0.0,100.0
2024-01-08 05:30:00,147.20000000000005,0.0,500.0,0.0,100.0
2024-01-08 06:00:00,511.9969000000001,0.0,486.7631,0.0,100.0
2024-01-08 06:30:00,560.7968999999998,0.0,486.7631,0.0,100.0
2024-01-08 07:00:00,610.4000000000001,0.0,500.0,0.0,100.0
2024-01-08 07:30:00,619.1999999999998,0.0,500.0,0.0,100.0
2024-01-08 08:00:00,602.2345700000001,0.0,390.99543,0.0,100.0
2024-01-08 08:30:00,543.2345700000001,0.0,390.99543,0.0,100.0
2024-01-08 09:00:00,452.34940000000006,0.0,435.77059999999994,0.0,100.0
2024-01-08 09:30:00,0.0,0.0,435.77059999999994,0.0,100.0
2024-01-08 10:00:00,0.0,0.0,498.4421,0.0,100.0
2024-01-08 10:30:00,0.0,0.0,498.4421,0.0,100.0
2024-01-08 11:00:00,0.0,0.0,615.1043,0.0,100.0
2024-01-08 11:30:00,0.0,0.0,615.1043,0.0,100.0
2024-01-08 12:00:00,0.0,0.0,823.9216,0.0,100.0
2024-01-08 12:30:00,0.0,0.0,823.9216,0.0,100.0
2024-01-08 13:00:00,0.0,0.0,1000.0,0.0,100.0
2024-01-08 13:30:00,0.0,0.0,1000.0,0.0,100.0
2024-01-08 14:00:00,0.0,0.0,972.9609,0.0,100.0
2024-01-08 14:30:00,0.0,0.0,972.9609,0.0,100.0
2024-01-08 15:00:00,0.0,0.0,587.71019,0.0,100.0
2024-01-08 15:30:00,0.0,0.0,587.71019,0.0,100.0
2024-01-08 16:00:00,0.0,0.0,476.0712,0.0,100.0
2024-01-08 16:30:00,0.0,0.0,476.0712,0.0,100.0
2024-01-08 17:00:00,0.0,0.0,443.4109,0.0,100.0
2024-01-08 17:30:00,0.0,0.0,443.4109,0.0,100.0
2024-01-08 18:00:00,0.0,0.0,341.633,0.0,100.0
2024-01-08 18:30:00,0.0,0.0,341.633,0.0,100.0
2024-01-08 19:00:00,0.0,0.0,233.145,0.0,100.0
2024-01-08 19:30:00,0.0,0.0,233.145,0.0,100.0
2024-01-08 20:00:00,0.0,0.0,81.2822,0.0,100.0
